"id","author","authorRank","title","avg_rating","num_ratings","favBook","favAuthor","x","y","pathOrder"
507,"Patricia Briggs",56,"Frost Burned","4.34",43655,0,0,29.095,-24.4465,10
508,"Patricia Briggs",56,"Night Broken","4.42",33808,0,0,-6.87,46.8895,3
509,"Michael J. Sullivan",57,"Theft of Swords","4.2",31697,0,0,-17.387,-23.052,9
510,"Michael J. Sullivan",57,"Rise of Empire","4.34",24276,0,0,5.435,36.263,2
511,"Michael J. Sullivan",57,"Heir of Novron","4.45",23584,0,0,-17.9195,-7.766,6
512,"Michael J. Sullivan",57,"The Crown Tower","4.31",15550,0,0,-19.2975,-8.7405,7
513,"Michael J. Sullivan",57,"The Rose and the Thorn","4.38",11019,0,0,11.3505,-45.9205,10
514,"Michael J. Sullivan",57,"The Crown Conspiracy","4.13",11165,0,0,-16.2785,-8.545,5
515,"Michael J. Sullivan",57,"Avempartha","4.28",6181,0,0,-29.783,-28.19,8
516,"Michael J. Sullivan",57,"Nyphron Rising","4.31",5109,0,0,-1.1675,31.624,3
517,"Michael J. Sullivan",57,"Wintertide","4.41",4876,0,0,-12.8105,43.143,1
518,"Michael J. Sullivan",57,"Percepliquis","4.53",4482,0,0,-7.97,7.841,4
519,"Charlaine Harris",58,"Dead Until Dark","3.95",426232,0,0,42.8685,3.783,5
520,"Charlaine Harris",58,"Living Dead in Dallas","3.97",203067,0,0,43.5895,7.67099999999999,7
521,"Charlaine Harris",58,"Dead to the World","4.13",195327,0,0,45.984,4.43599999999999,4
522,"Charlaine Harris",58,"Club Dead","4.03",192022,0,0,31.081,38.3915,9
523,"Charlaine Harris",58,"Dead as a Doornail","4.01",174221,0,0,39.3485,2.3935,6
524,"Charlaine Harris",58,"All Together Dead","4.06",169128,0,0,28.702,37.1385,10
525,"Charlaine Harris",58,"Definitely Dead","4.02",168277,0,0,46.9805,2.50549999999999,3
526,"Charlaine Harris",58,"From Dead to Worse","4.01",157400,0,0,43.4645,-5.098,1
527,"Charlaine Harris",58,"Dead and Gone","4.01",152398,0,0,46.8585,-0.0529999999999973,2
528,"Charlaine Harris",58,"Dead in the Family","3.88",133600,0,0,31.581,36.199,8
529,"A.W. Exley",59,"Nefertiti's Heart","3.83",2459,0,0,-11.6365,7.247,6
530,"A.W. Exley",59,"Hatshepsut's Collar","4.12",918,0,0,-15.917,2.77499999999999,8
531,"A.W. Exley",59,"Ella, The Slayer","3.68",899,0,0,-39.927,-5.6135,9
532,"A.W. Exley",59,"Nero's Fiddle","4.21",573,0,0,-11.068,13.846,7
533,"A.W. Exley",59,"The Unicorn's Tail","3.91",465,0,0,6.865,3.9055,2
534,"A.W. Exley",59,"Moseh's Staff","4.29",366,0,0,-13.513,1.229,5
535,"A.W. Exley",59,"Obsidian Eyes","4.04",278,0,0,1.0895,-17.38,4
536,"A.W. Exley",59,"Heart of the Kraken","3.62",214,0,0,7.48799999999999,2.9075,3
537,"A.W. Exley",59,"The Missing Mechanical Mouse","4.03",74,0,0,28.9965,22.886,1
538,"A.W. Exley",59,"Henry, The Gaoler","3.68",60,0,0,-40.7285,-7.43,10
539,"Cassandra Sky West",60,"With the Dawn","3.73",30,0,0,-11.435,43.936,1
540,"Cassandra Sky West",60,"Blood Sacrifice","4.21",14,0,0,42.1125,-19.512,2
541,"Terry Goodkind",61,"Wizard's First Rule","4.12",173044,1,0,-7.0925,-40.086,10
542,"Terry Goodkind",61,"Stone of Tears","4.1",86015,0,0,5.2145,-17.6945,5
543,"Terry Goodkind",61,"Blood of the Fold","3.98",61204,0,0,36.84,-17.4045,8
544,"Terry Goodkind",61,"Temple of the Winds","4.02",58372,1,0,7.73649999999999,-41.7885,9
545,"Terry Goodkind",61,"Faith of the Fallen","4.11",53719,1,0,13.712,41.3205,1
546,"Terry Goodkind",61,"Soul of the Fire","3.86",48812,0,0,19.5085,-4.221,6
547,"Terry Goodkind",61,"The Pillars of Creation","3.67",43412,0,0,-0.435000000000009,19.43,2
548,"Terry Goodkind",61,"Confessor","4.07",38151,0,0,-7.092,-6.7665,3
549,"Terry Goodkind",61,"Chainfire","3.95",38664,0,0,20.796,-3.572,7
550,"Terry Goodkind",61,"Naked Empire","3.81",39826,0,0,-0.464500000000001,-12.349,4
551,"Scott Meyer",62,"Off to Be the Wizard","3.98",14618,0,0,-2.2485,-4.049,4
552,"Scott Meyer",62,"Spell or High Water","4",8339,0,0,0.826999999999998,-30.283,9
553,"Scott Meyer",62,"An Unwelcome Quest","3.98",6175,0,0,-31.6935,25.701,2
554,"Scott Meyer",62,"Master of Formalities","3.83",1287,0,0,-4.5775,-10.791,5
555,"Scott Meyer",62,"The Authorities","3.93",939,0,0,-1.307,-10.5475,6
556,"Scott Meyer",62,"Help Is on the Way: A Collection of Basic Instructions: Collection of Basic Instructions v. 1","4.32",75,0,0,11.569,-10.959,7
557,"Scott Meyer",62,"Made with 90% Recycled Art","4.34",38,0,0,0.848999999999997,34.465,1
558,"Scott Meyer",62,"Curse of the Masking Tape Mummy: Basic Instructions","4.65",31,0,0,8.9725,-23.752,8
559,"Scott Meyer",62,"Dignified Hedonism","4.29",14,0,0,-27.0015,-0.385000000000005,3
560,"Alisa Woods",63,"Jaxson","3.91",1723,0,0,-10.794,10.451,7
561,"Alisa Woods",63,"Desired","3.9",1071,0,0,-17.658,26.1435,3
562,"Alisa Woods",63,"Jace","4.13",780,0,0,-9.7855,11.58,5
563,"Alisa Woods",63,"Jared","4.24",630,0,0,-10.0395,10.9425,6
564,"Alisa Woods",63,"Wild Game","4.11",606,0,0,7.88150000000001,-44.09,10
565,"Alisa Woods",63,"True Alpha","4.23",573,0,0,2.74250000000001,-6.02,8
566,"Alisa Woods",63,"Kiss of a Dragon","4.03",538,0,0,-19.373,19.675,4
567,"Alisa Woods",63,"Guarded","4.07",428,0,0,35.865,21.48,1
568,"Alisa Woods",63,"Wild Love","4.33",375,0,0,8.94200000000001,-36.043,9
569,"Alisa Woods",63,"A True Alpha Christmas","4.26",367,0,0,-13.6665,42.5045,2
570,"Brittany Fichter",64,"Before Beauty: A Retelling of Beauty and the Beast","3.84",201,0,0,-22.953,6.37250000000002,3
571,"Brittany Fichter",64,"Girl in the Red Hood: A Retelling of Little Red Riding Hood","3.82",67,0,0,-37.496,14.0775,1
572,"Brittany Fichter",64,"Blinding Beauty: A Retelling of the Princess and the Glass Hill","4.05",38,0,0,-28.7895,4.4325,2
573,"Brittany Fichter",64,"The Princess and St. George's Dragon","3.4",25,0,0,3.942,8.215,5
574,"Brittany Fichter",64,"Beauty Beheld: A Retelling of Hansel and Gretel","4.5",16,0,0,-7.69,18.408,4
575,"Emma L. Adams",65,"Faerie Blood","3.93",870,0,0,35.417,-14.657,7
576,"Emma L. Adams",65,"Faerie Magic","4.08",514,0,0,-1.4055,0.176000000000002,3
577,"Emma L. Adams",65,"Faerie Realm","4.2",326,0,0,-2.3855,-9.8885,4
578,"Emma L. Adams",65,"Darkness Watching","3.75",307,0,0,20.894,11.7615,8
579,"Emma L. Adams",65,"Adamant","3.88",189,0,0,-25.0995,1.4795,1
580,"Emma L. Adams",65,"Faerie Wrath","4.25",161,0,0,6.346,-22.4885,5
581,"Emma L. Adams",65,"Nemesis","4.14",107,0,0,-7.978,-6.7375,2
582,"Emma L. Adams",65,"Collision","4.2",79,0,0,15.2205,-20.828,6
583,"Emma L. Adams",65,"Walking Shadow","4.05",80,0,0,25.173,14.3525,9
584,"Sam Sisavath",66,"The Purge of Babylon","4.05",2768,0,0,-5.028,33.6015,10
585,"Sam Sisavath",66,"The Gates of Byzantium","4.27",1708,0,0,-23.456,-28.079,4
586,"Sam Sisavath",66,"The Stones of Angkor","4.35",1469,0,0,-31.439,-30.993,7
587,"Sam Sisavath",66,"The Fires of Atlantis","4.38",1255,0,0,-21.006,-33.604,2
588,"Sam Sisavath",66,"The Ashes of Pompeii","4.4",996,0,0,-22.0715,-33.0425,3
589,"Sam Sisavath",66,"The Isles of Elysium","4.4",922,0,0,-6.7655,-28.6325,1
590,"Sam Sisavath",66,"The Walls of Lemuria","4.28",869,0,0,-24.315,-27.461,5
591,"Sam Sisavath",66,"The Spears of Laconia","4.35",755,0,0,-24.722,-25.251,6
592,"Sam Sisavath",66,"The Fields of Lemuria","4.32",754,0,0,-36.524,-25.848,8
593,"Sam Sisavath",66,"Hunter/Prey","4.06",763,0,0,-35.186,-17.103,9
594,"Cameron Jace",67,"Insanity","3.86",4671,0,0,-25.699,-0.685499999999998,6
595,"Cameron Jace",67,"Grimm Diaries Prequels","3.84",3328,0,0,-0.7515,9.83100000000001,4
596,"Cameron Jace",67,"Snow White Blood Red","3.77",2977,0,0,-36.5105,11.6895,8
597,"Cameron Jace",67,"Snow White Sorrow","3.83",2195,0,0,-38.363,10.867,9
598,"Cameron Jace",67,"I Am Alive","3.92",1545,0,0,-27.024,1.676,7
599,"Cameron Jace",67,"The Grimm Diaries Prequels 7- 10","4.17",1403,0,0,-2.437,9.33300000000001,5
600,"Cameron Jace",67,"Ashes to Ashes and Cinder to Cinder","3.75",1553,0,0,27.0745,-2.0675,2
601,"Cameron Jace",67,"Beauty Never Dies","3.77",1394,0,0,46.5545,1.036,1
602,"Cameron Jace",67,"Ladle Rat Rotten Hut","3.97",1248,0,0,19.603,-11.5605,3
603,"Elizabeth Hunter",68,"A Hidden Fire","4.06",17990,0,0,42.9275,18.7135,1
604,"Elizabeth Hunter",68,"This Same Earth","4.24",11486,0,0,13.311,24.651,3
605,"Elizabeth Hunter",68,"The Force of Wind","4.29",10079,0,0,8.7715,-45.0445,8
606,"Elizabeth Hunter",68,"A Fall of Water","4.34",9289,0,0,26.5285,-25.2265,7
607,"Elizabeth Hunter",68,"The Scribe","4.2",5985,0,0,-40.887,-8.2785,9
608,"Elizabeth Hunter",68,"Building From Ashes","4.29",4790,0,0,24.7,-8.978,5
609,"Elizabeth Hunter",68,"The Singer","4.17",3953,0,0,-39.8235,-6.691,10
610,"Elizabeth Hunter",68,"Blood and Sand","4.37",3247,0,0,30.948,-14.91,6
611,"Elizabeth Hunter",68,"The Secret","4.3",2753,0,0,7.9905,-7.4005,4
612,"Elizabeth Hunter",68,"Waterlocked","4.21",2263,0,0,37.6375,21.646,2
613,"Rachel Morgan",69,"The Faerie Guardian","3.98",4657,0,0,-38.808,-12.353,2
614,"Rachel Morgan",69,"The Faerie Prince","4.35",2534,0,0,-13.671,-4.203,5
615,"Rachel Morgan",69,"The Faerie War","4.36",2215,0,0,-25.8125,-18.745,4
616,"Rachel Morgan",69,"A Faerie's Secret","4.45",881,0,0,9.002,-7.783,6
617,"Rachel Morgan",69,"The Trouble with Flying","3.96",762,0,0,7.58649999999999,-26.7125,8
618,"Rachel Morgan",69,"A Faerie's Revenge","4.51",652,0,0,6.4105,-21.675,7
619,"Rachel Morgan",69,"The Faerie Guardian, Part I","3.93",635,0,0,-39.5015,-13.231,3
620,"Rachel Morgan",69,"Forgiven","3.75",274,0,0,23.4725,-34.671,9
621,"Rachel Morgan",69,"The Trouble with Flirting","3.91",261,0,0,-15.957,28.171,1
622,"V. Vaughn",70,"Brindle","3.59",583,0,0,-4.9495,11.402,4
623,"V. Vaughn",70,"Called by the Bear, Part 1","3.9",508,0,0,12.167,6.35449999999999,7
624,"V. Vaughn",70,"Called by the Bear, Part 2","4.09",312,0,0,13.523,7.6315,8
625,"V. Vaughn",70,"Bosun","3.96",314,0,0,-5.279,12.215,3
626,"V. Vaughn",70,"Berch","4.01",284,0,0,-5.8525,11.6635,2
627,"V. Vaughn",70,"Called by the Bear, Part 3","4.08",271,0,0,14.232,6.9195,9
628,"V. Vaughn",70,"Andre","3.98",214,0,0,-5.1095,10.5535,5
629,"V. Vaughn",70,"Tempted by the Bear: Part 1","4.08",204,0,0,-20.266,21.345,1
630,"V. Vaughn",70,"Called by the Bear, Part 4","4.21",197,0,0,11.726,7.18650000000001,6
631,"Terry Brooks",71,"The Sword of Shannara","3.75",60073,0,0,-17.767,-18.413,10
632,"Terry Brooks",71,"The Elfstones of Shannara","3.96",52696,0,0,-14.373,2.514,6
633,"Terry Brooks",71,"The Wishsong of Shannara","3.96",35238,0,0,-11.9295,14.988,3
634,"Terry Brooks",71,"The Talismans of Shannara","4",32250,0,0,-15.2575,10.445,4
635,"Terry Brooks",71,"Magic Kingdom For Sale/Sold","3.86",28081,0,0,-11.779,-4.555,8
636,"Terry Brooks",71,"The Druid of Shannara","4",25503,0,0,-15.57,9.0065,5
637,"Terry Brooks",71,"The Elf Queen of Shannara","4.01",24054,0,0,-14.38,-3.059,7
638,"Terry Brooks",71,"The Scions of Shannara","3.96",23699,0,0,15.4645,43.9305,1
639,"Terry Brooks",71,"First King of Shannara","3.93",23702,0,0,-14.977,-16.0545,9
640,"Terry Brooks",71,"Running with the Demon","3.94",21064,0,0,3.374,21.902,2
641,"Aya Ling",72,"The Ugly Stepsister","3.96",1053,0,0,-23.525,-3.5405,2
642,"Aya Ling",72,"Princesses Don't Get Fat","3.52",451,0,0,-21.22,-3.2335,3
643,"Aya Ling",72,"Princess of Athelia: An Unfinished Fairy Tales Novella","3.97",220,0,0,-27.295,-33.6645,7
644,"Aya Ling",72,"Princesses Don't Fight in Skirts","3.85",143,0,0,-19.179,-13.244,5
645,"Aya Ling",72,"Princesses Don't Become Engineers","3.74",74,0,0,-38.482,-1.00950000000001,1
646,"Aya Ling",72,"Girl with Flying Weapons","3.89",55,0,0,-31.1335,-16.406,6
647,"Aya Ling",72,"The Princess Series","4.15",20,0,0,-16.2605,-4.3065,4
648,"Aya Ling",72,"Twice Upon A Time","4",3,0,0,-10.969,-43.3525,8
649,"Helen Harper",73,"Bloodfire","3.96",6391,0,0,22.5765,-3.2765,2
650,"Helen Harper",73,"Bloodmagic","4.02",4906,0,0,1.94650000000001,-2.5545,7
651,"Helen Harper",73,"Bloodrage","4.04",4556,0,0,2.13099999999999,-5.3045,6
652,"Helen Harper",73,"Blood Politics","4.07",4091,0,0,38.2735,-14.142,3
653,"Helen Harper",73,"Bloodlust","4.07",3525,0,0,-15.783,26.909,9
654,"Helen Harper",73,"Gifted Thief","4.04",2971,0,0,-36.73,-6.038,10
655,"Helen Harper",73,"Honour Bound","4.24",2123,0,0,26.303,-35.469,4
656,"Helen Harper",73,"Veiled Threat","4.42",1650,0,0,39.409,13.2605,1
657,"Helen Harper",73,"Dire Straits","3.85",1460,0,0,3.83200000000001,-25.458,5
658,"Helen Harper",73,"New Order","3.98",1073,0,0,5.18300000000001,35.2025,8
659,"Robert J. Crane",74,"The Girl in the Box Series","4.01",8021,0,0,-10.7545,-14.8365,4
660,"Robert J. Crane",74,"Alone","3.78",6639,0,0,35.9295,18.9855,7
661,"Robert J. Crane",74,"Untouched","3.97",4170,0,0,34.2685,20.7875,8
662,"Robert J. Crane",74,"Soulless","3.99",3669,0,0,17.649,43.638,9
663,"Robert J. Crane",74,"Family","4.23",3408,0,0,16.6035,42.913,10
664,"Robert J. Crane",74,"Omega","4.3",2894,0,0,0.679499999999997,-8.611,5
665,"Robert J. Crane",74,"Broken","4.25",2686,0,0,13.1415,-20.176,6
666,"Robert J. Crane",74,"Enemies","4.31",2353,0,0,-27.128,-17.1835,3
667,"Robert J. Crane",74,"Legacy","4.31",2233,0,0,-24.986,0.704000000000008,2
668,"Robert J. Crane",74,"Destiny","4.33",2053,0,0,-35.483,24.5215,1
669,"RaShelle Workman",75,"Blood and Snow","3.72",3927,0,0,34.8055,-19.7685,9
670,"RaShelle Workman",75,"Exiled","3.57",1604,0,0,14.319,-20.086,7
671,"RaShelle Workman",75,"Revenant in Training","3.83",1322,0,0,-3.2905,-7.5335,6
672,"RaShelle Workman",75,"Prey and Magic","3.91",1259,0,0,-0.360500000000002,-2.517,5
673,"RaShelle Workman",75,"The Vampire Christopher","3.85",1240,0,0,-6.31,2.954,4
674,"RaShelle Workman",75,"Blood Soaked Promises","3.87",1198,0,0,36.192,-19.211,10
675,"RaShelle Workman",75,"Masquerade's Moon","3.99",1055,0,0,-36.252,28.0855,1
676,"RaShelle Workman",75,"Seal of Gabriel","3.94",969,0,0,1.52050000000001,7.86549999999999,3
677,"RaShelle Workman",75,"Telltale Kisses","3.99",918,0,0,-16.4485,25.007,2
678,"RaShelle Workman",75,"Love Bleeds","4.02",888,0,0,30.336,-8.4655,8
679,"K. M. Shea",77,"Beauty and the Beast","4.04",2916,0,0,-24.335,7.062,4
680,"K. M. Shea",77,"Cinderella and the Colonel","4.27",1466,0,0,-28.618,-17.661,1
681,"K. M. Shea",77,"Heart of Ice","4.15",1289,0,0,27.258,-26.1835,9
682,"K. M. Shea",77,"Rumpelstiltskin","4.26",1106,0,0,-11.1775,12.4555,6
683,"K. M. Shea",77,"The Wild Swans","3.88",1116,0,0,9.68650000000001,-45.685,10
684,"K. M. Shea",77,"Red Rope of Fate","4.16",999,0,0,-34.154,22.2515,5
685,"K. M. Shea",77,"The Little Selkie","4.23",820,0,0,-22.86,7.4085,3
686,"K. M. Shea",77,"Sacrifice","4.32",782,0,0,3.51899999999999,19.941,7
687,"K. M. Shea",77,"My Life at the M.B.R.C.","4.32",642,0,0,4.9755,-7.2455,8
688,"K. M. Shea",77,"Enthroned","4.01",689,0,0,-20.729,-5.4335,2
689,"Shari L. Tapscott",78,"Pippa of Lauramore","4.02",523,0,0,-36.2755,-34.2525,7
690,"Shari L. Tapscott",78,"Seirsha of Errinton","4.23",159,0,0,-36.024,-32.9775,8
691,"Shari L. Tapscott",78,"Anwen of Primewood","4.1",159,0,0,-34.8245,-34.8865,6
692,"Shari L. Tapscott",78,"Just the Essentials","4.14",115,0,0,24.9145,-33.244,1
693,"Shari L. Tapscott",78,"Glitter and Sparkle","4.05",117,0,0,0.382499999999993,-7.001,3
694,"Shari L. Tapscott",78,"Audette of Brookraven","4.34",101,0,0,-33.2905,-34.333,5
695,"Shari L. Tapscott",78,"Rosie of Triblue","4.09",65,0,0,-33.0995,-33.3465,4
696,"Shari L. Tapscott",78,"Grace of Vernow","4.06",65,0,0,-34.372,-32.8225,9
697,"Shari L. Tapscott",78,"Puss without Boots: A Puss in Boots Retelling","4.29",34,0,0,8.60449999999999,4.77799999999999,2
698,"Casey Lane",79,"Cinderella Dreams of Fire","3.76",133,0,0,21.736,-1.119,1
699,"Casey Lane",79,"Snow White's Revenge","4",14,0,0,-39.365,11.741,2
700,"Melanie Cellier",80,"The Princess Companion: A Retelling of The Princess and the Pea","4.21",192,0,0,-6.7845,23.763,4
701,"Melanie Cellier",80,"The Princess Fugitive: A Reimagining of Little Red Riding Hood","4.32",74,0,0,-36.251,14.8315,3
702,"Melanie Cellier",80,"The Kitchen Maid","3.5",4,0,0,-36.033,-7.2585,2
703,"Melanie Cellier",80,"Happily Ever Afters: A Four Kingdoms Novella","4.5",2,0,0,-4.7085,-44.6785,1
704,"Glynn Stewart",81,"Starship's Mage: Omnibus","4.19",1384,0,0,10.698,24.8155,9
705,"Glynn Stewart",81,"Hand of Mars","4.28",1008,0,0,16.0335,21.4345,4
706,"Glynn Stewart",81,"Voice of Mars","4.34",903,0,0,18.487,23.5325,5
707,"Glynn Stewart",81,"Space Carrier Avalon","4.14",783,0,0,-23.819,-28.9925,2
708,"Glynn Stewart",81,"Alien Arcana","4.48",525,0,0,9.04050000000001,-7.0735,3
709,"Glynn Stewart",81,"The Terran Privateer","4.36",515,0,0,-30.964,-26.557,1
710,"Glynn Stewart",81,"Stellar Fox","4.21",453,0,0,14.959,22.258,6
711,"Glynn Stewart",81,"Starship's Mage: Episode 1","4.06",448,0,0,11.0395,23.988,8
712,"Glynn Stewart",81,"Battle Group Avalon","4.19",366,0,0,15.76,45.1615,10
713,"Glynn Stewart",81,"Starship's Mage: Episode 2","4.07",267,0,0,12.0385,23.4225,7
714,"Stacey Marie Brown",82,"Darkness of Light","4",5873,0,0,26.522,12.176,7
715,"Stacey Marie Brown",82,"Fire in the Darkness","4.29",3602,0,0,26.079,4.5505,6
716,"Stacey Marie Brown",82,"Dwellers of Darkness","4.29",2933,0,0,19.45,36.2605,10
717,"Stacey Marie Brown",82,"City in Embers","4.13",2898,0,0,23.574,-8.231,3
718,"Stacey Marie Brown",82,"Blood Beyond Darkness","4.35",2179,0,0,37.3005,-9.5855,4
719,"Stacey Marie Brown",82,"The Barrier Between","4.33",1863,0,0,-10.439,-16.6385,1
720,"Stacey Marie Brown",82,"Across The Divide","4.35",1482,0,0,-5.2805,-23.7435,2
721,"Stacey Marie Brown",82,"Beast in the Darkness","4.23",1002,0,0,21.863,12.46,8
722,"Stacey Marie Brown",82,"From Burning Ashes","4.49",911,0,0,28.1915,-3.921,5
723,"Stacey Marie Brown",82,"Hidden Worlds","4.09",126,0,0,23.726,28.8075,9
724,"Marina Finlayson",83,"Twiceborn","3.76",167,0,0,2.4055,32.0435,6
725,"Marina Finlayson",83,"Stolen Magic","4.18",101,0,0,14.901,-28.4035,1
726,"Marina Finlayson",83,"The Twiceborn Queen","4.14",59,0,0,-5.0715,24.259,5
727,"Marina Finlayson",83,"The Fairytale Curse","3.71",49,0,0,13.4815,-13.844,2
728,"Marina Finlayson",83,"Twiceborn Endgame","4.39",41,0,0,2.72299999999998,33.959,7
729,"Marina Finlayson",83,"Moonborn","4.21",28,0,0,-8.405,-9.323,3
730,"Marina Finlayson",83,"The Cauldron's Gift","4.25",20,0,0,-22.694,0.183999999999997,4
731,"Marina Finlayson",83,"The Family Business","4.33",15,0,0,22.416,42.353,8
732,"Carrie Anne Noble",84,"The Mermaid's Sister","3.64",9387,0,0,-9.6245,-0.890999999999998,1
733,"Carrie Anne Noble",84,"Deep Magic - June 2016","4.2",40,0,0,-0.985999999999997,-26.782,2
734,"Erika Johansen",85,"The Queen of the Tearling","4.02",40732,0,0,-29.593,-32.557,1
735,"Erika Johansen",85,"The Invasion of the Tearling","4.16",20481,0,0,-26.0845,-23.6805,2
736,"Erika Johansen",85,"The Fate of the Tearling","4.14",377,0,0,-29.913,24.441,3
737,"Val St. Crowe",86,"Fire Song","3.87",430,0,0,19.927,-2.075,6
738,"Val St. Crowe",86,"Fire Storm","4.1",218,0,0,6.985,-44.9465,9
739,"Val St. Crowe",86,"Fire Magic","4.17",168,0,0,17.1995,-3.3145,7
740,"Val St. Crowe",86,"Smoke","3.68",149,0,0,20.8735,-2.6575,5
741,"Val St. Crowe",86,"Fire Marked","3.98",89,0,0,42.4895,16.7915,2
742,"Val St. Crowe",86,"Fire Born","4.3",71,0,0,6.1855,29.5935,1
743,"Val St. Crowe",86,"Embers","3.73",44,0,0,21.267,-2.253,4
744,"Val St. Crowe",86,"Toil and Trouble, Book One","3.29",21,0,0,11.261,-20.03,8
745,"Val St. Crowe",86,"Fire Brand","4.25",4,0,0,26.6905,-3.6085,3
746,"Dannika Dark",89,"Seven Years","4.02",10911,0,0,-10.965,-44.2095,1
747,"Dannika Dark",89,"Sterling","3.99",7480,0,0,-1.2685,-19.6775,6
748,"Dannika Dark",89,"Six Months","4.12",6214,0,0,-9.5705,-42.8245,5
749,"Dannika Dark",89,"Impulse","4.34",4927,0,0,1.19349999999999,-5.6795,8
750,"Dannika Dark",89,"Five Weeks","4.27",4880,0,0,-8.4985,-43.4915,4
751,"Dannika Dark",89,"Gravity","4.38",4672,0,0,5.61000000000001,-8.545,9
752,"Dannika Dark",89,"Four Days","4.39",4526,0,0,-9.4855,-44.774,2
753,"Dannika Dark",89,"Shine","4.45",3982,0,0,0.39950000000001,-7.779,7
754,"Dannika Dark",89,"Three Hours","4.42",3960,0,0,-9.648,-43.9235,3
755,"Jonathan Renshaw",90,"Dawn of Wonder","4.38",7300,0,0,23.317,-33.5785,1
756,"Elianne Adams",91,"Shifters in the Spring","4.16",768,0,0,15.491,42.307,9
757,"Elianne Adams",91,"Call of the Dragon","4.03",737,0,0,9.6455,6.94050000000001,4
758,"Elianne Adams",91,"Releasing Her Dragon","3.98",259,0,0,6.3435,8.64899999999999,6
759,"Elianne Adams",91,"Masters Of The Hunt: Fated and Forbidden","4.21",192,0,0,21.576,44.901,10
760,"Elianne Adams",91,"Alpha Heat","4.07",192,0,0,-17.617,27.7085,8
761,"Elianne Adams",91,"Alpha Fever","4.21",156,0,0,14.409,-22.071,3
762,"Elianne Adams",91,"Rise of the Phoenix","4.35",133,0,0,6.1805,9.986,7
763,"Elianne Adams",91,"More Wicked Alphas, Wild Nights","4.35",117,0,0,12.347,-46.7785,1
764,"Elianne Adams",91,"Her Gingerbread Dragon","4.14",121,0,0,9.486,7.875,5
765,"Elianne Adams",91,"Sugar, Spice, and Shifters","4.47",111,0,0,10.923,-41.4665,2
766,"K.N. Lee",92,"Rise of the Flame","3.96",249,0,0,5.747,28.911,8
767,"K.N. Lee",92,"Netherworld","3.91",244,0,0,-6.9055,-24.016,3
768,"K.N. Lee",92,"Dark Prophet","4.48",94,0,0,10.1575,16.671,7
769,"K.N. Lee",92,"A World of Joy","4.25",67,0,0,27.084,-37.034,4
770,"K.N. Lee",92,"The Scarlett Legacy","3.74",76,0,0,-32.995,11.7405,1
771,"K.N. Lee",92,"Academia of the Beast: A Dark Retelling of Beauty and the Beast","3.36",72,0,0,14.0295,9.8995,6
772,"K.N. Lee",92,"Spell Slinger","3.81",59,0,0,-37.435,-11.7935,2
773,"K.N. Lee",92,"Thicker Than Blood","4.47",45,0,0,33.6005,-15.6855,5
774,"Dean Koontz",93,"Odd Thomas","3.92",203584,0,0,-20.434,1.7015,3
775,"Dean Koontz",93,"Watchers","4.15",106774,0,0,-37.646,-7.8075,1
776,"Dean Koontz",93,"Forever Odd","3.96",56701,0,0,-11.135,41.919,9
777,"Dean Koontz",93,"Phantoms","3.92",55562,0,0,11.656,8.33550000000001,8
778,"Dean Koontz",93,"Brother Odd","3.97",49655,0,0,-26.397,-4.9155,2
779,"Dean Koontz",93,"Velocity","3.85",48630,0,0,4.238,-8.1765,7
780,"Dean Koontz",93,"Lightning","4.05",45009,0,0,-0.426000000000009,-8.1175,5
781,"Dean Koontz",93,"False Memory","3.86",36619,0,0,1.4235,-10.998,6
782,"Dean Koontz",93,"The Husband","3.8",36792,0,0,-7.9445,-7.6815,4
783,"Melissa F. Olson",94,"Boundary Crossed","3.98",7169,0,0,-7.081,-26.255,9
784,"Melissa F. Olson",94,"Dead Spots","3.8",4850,0,0,41.152,-0.945999999999998,5
785,"Melissa F. Olson",94,"Boundary Lines","4.15",3392,0,0,-5.7475,-25.657,8
786,"Melissa F. Olson",94,"Trail of Dead","4.01",3305,0,0,40.8735,-2.9465,6
787,"Melissa F. Olson",94,"Hunter's Trail","4.15",2536,0,0,-30.836,-17.2625,10
788,"Melissa F. Olson",94,"Boundary Born","4.26",1775,0,0,4.44450000000001,32.5985,2
789,"Melissa F. Olson",94,"Malediction: An Old World Story","3.92",646,0,0,6.898,43.8165,3
790,"Melissa F. Olson",94,"Sell-By Date","3.85",641,0,0,-12.51,44.6755,1
791,"Melissa F. Olson",94,"Shifters After Dark","3.87",555,0,0,20.0155,37.077,4
792,"Melissa F. Olson",94,"Bloodsick","4.04",452,0,0,14.487,-17.1315,7
793,"Amy A. Bartol",95,"Intuition","4.3",19191,0,0,-26.7105,-1.3485,1
794,"Amy A. Bartol",95,"Incendiary","4.44",13349,0,0,21.865,-4.048,4
795,"Amy A. Bartol",95,"Under Different Stars","4.25",9246,0,0,14.473,26.057,7
796,"Amy A. Bartol",95,"Sea of Stars","4.28",5514,0,0,14.21,23.4835,6
797,"Amy A. Bartol",95,"Darken the Stars","4.06",4337,0,0,19.148,20.506,5
798,"Amy A. Bartol",95,"Iniquity","4.36",3799,0,0,-23.903,0.911000000000008,2
799,"Amy A. Bartol",95,"Take Me To Your Reader: An Otherworld Anthology","3.97",159,0,0,10.7495,-10.1035,3
